crtr_ymd,stn_id,stn_nm,day_avg_tp,day_hghst_tp,day_lowst_tp
20200225,185,고산,14.8,16.5,10.3
20200226,185,고산,10.8,13.1,8.1
20200227,185,고산,9.5,12.0,6.2
20200228,185,고산,10.1,11.5,8.0
20200229,185,고산,11.7,12.6,11.0
20200301,185,고산,11.1,13.3,8.3
20200302,185,고산,7.4,8.8,5.8
20200303,185,고산,9.5,11.7,6.2
20200304,185,고산,7.2,9.8,4.6
20200305,185,고산,5.5,7.4,4.3
20200306,185,고산,7.8,11.7,4.2
20200307,185,고산,10.2,11.3,8.7
20200308,185,고산,11.3,16.4,8.4
20200309,185,고산,12.0,14.0,8.8
20200310,185,고산,8.8,13.4,7.1
20200311,185,고산,7.9,10.4,6.2
20200312,185,고산,9.4,13.5,5.3
20200313,185,고산,10.4,13.6,7.2
20200314,185,고산,7.8,9.7,5.8
20200315,185,고산,11.0,15.7,6.3
20200316,185,고산,6.8,10.8,4.2
20200317,185,고산,11.5,14.0,7.4
20200318,185,고산,13.4,16.9,9.3
20200319,185,고산,11.5,14.2,9.4
20200320,185,고산,11.5,13.6,6.9
20200321,185,고산,15.3,17.7,11.5
20200322,185,고산,13.3,17.2,10.9
20200323,185,고산,11.8,14.5,9.0
20200324,185,고산,11.7,14.8,9.6
20200325,185,고산,14.8,19.4,8.9
20200326,185,고산,16.2,17.4,14.8
20200327,185,고산,10.5,16.0,7.8
20200328,185,고산,8.3,9.2,6.0
20200329,185,고산,11.6,15.8,7.9
20200330,185,고산,13.3,16.6,10.0
20200331,185,고산,13.5,18.1,10.9
20200401,185,고산,10.7,14.3,8.8
20200402,185,고산,11.3,15.5,9.2
20200403,185,고산,11.8,13.6,10.5
20200404,185,고산,10.8,16.4,7.2
20200405,185,고산,8.5,11.1,7.2
20200406,185,고산,9.8,12.2,6.6
20200407,185,고산,12.1,15.9,10.2
20200408,185,고산,11.9,13.9,10.2
20200409,185,고산,11.3,13.9,9.9
20200410,185,고산,11.7,14.0,9.7
20200411,185,고산,11.7,16.6,8.9
20200412,185,고산,9.9,11.8,7.9
20200413,185,고산,10.9,12.7,9.6
20200414,185,고산,12.1,15.0,8.3
20200415,185,고산,13.4,16.6,11.1
20200416,185,고산,15.4,19.5,9.8
20200417,185,고산,14.4,16.8,11.6
20200418,185,고산,11.8,15.0,10.0
20200419,185,고산,13.2,15.9,10.4
20200420,185,고산,13.1,17.4,11.1
20200421,185,고산,11.6,14.9,9.4
20200422,185,고산,10.6,15.0,8.2
20200423,185,고산,10.6,13.8,8.0
20200424,185,고산,13.0,17.5,9.3
20200425,185,고산,14.4,16.2,9.0
20200426,185,고산,12.9,16.3,10.5
20200427,185,고산,13.0,15.2,11.3
20200428,185,고산,13.9,19.0,9.1
20200429,185,고산,14.9,18.1,11.5
20200430,185,고산,17.6,20.9,13.4
20200501,185,고산,18.4,21.0,17.1
20200502,185,고산,18.6,22.5,17.0
20200503,185,고산,16.8,19.9,15.0
20200504,185,고산,15.7,20.3,13.6
20200505,185,고산,17.4,21.8,13.5
20200506,185,고산,18.1,22.7,15.3
20200507,185,고산,19.4,25.4,13.7
20200508,185,고산,19.5,24.1,13.3
20200509,185,고산,16.5,18.7,14.1
20200510,185,고산,14.6,16.7,13.9
20200511,185,고산,14.9,17.5,13.7
20200512,185,고산,15.9,19.3,13.9
20200513,185,고산,16.0,18.9,11.3
20200514,185,고산,18.9,23.5,14.2
20200515,185,고산,18.5,19.9,17.8
20200516,185,고산,15.6,18.4,13.3
20200517,185,고산,17.3,21.4,13.2
20200518,185,고산,18.6,24.3,13.9
20200519,185,고산,16.0,20.4,13.5
20200520,185,고산,15.1,18.4,13.4
20200521,185,고산,17.2,22.5,13.3
20200522,185,고산,18.3,24.0,13.4
20200523,185,고산,19.7,25.6,15.8
20200524,185,고산,20.0,23.8,17.0
20200525,185,고산,16.3,19.2,15.5
20200526,185,고산,16.8,20.4,15.4
20200527,185,고산,16.5,18.0,14.7
20200528,185,고산,18.2,23.7,14.7
20200529,185,고산,17.4,22.0,13.9
20200530,185,고산,18.7,22.0,16.8
20200531,185,고산,19.7,22.9,16.9
20200601,185,고산,17.6,20.2,15.6
20200602,185,고산,18.3,20.3,13.9
20200603,185,고산,20.3,22.2,19.0
20200604,185,고산,20.6,23.7,18.1
20200605,185,고산,20.1,23.6,17.8
20200606,185,고산,20.8,26.4,18.4
20200607,185,고산,20.5,23.5,17.9
20200608,185,고산,22.6,28.7,17.5
20200609,185,고산,25.4,29.0,22.4
20200610,185,고산,22.8,25.0,21.6
20200611,185,고산,21.6,23.9,20.4
20200612,185,고산,22.0,25.4,19.7
20200613,185,고산,22.8,23.7,21.7
20200614,185,고산,21.9,23.0,20.4
20200615,185,고산,20.9,25.0,19.5
20200616,185,고산,21.4,24.2,19.9
20200617,185,고산,20.1,22.7,17.9
20200618,185,고산,20.8,24.4,18.0
20200619,185,고산,20.0,22.4,18.4
20200620,185,고산,21.3,26.1,18.9
20200621,185,고산,21.3,26.4,18.8
20200622,185,고산,23.2,27.3,17.9
20200623,185,고산,24.4,27.6,20.4
20200624,185,고산,23.0,24.2,22.3
20200625,185,고산,21.7,22.8,20.7
20200626,185,고산,22.3,25.6,20.0
20200627,185,고산,23.0,27.6,20.0
20200628,185,고산,21.1,24.7,19.3
20200629,185,고산,21.9,24.1,18.7
20200630,185,고산,21.2,24.4,19.2
20200701,185,고산,21.1,24.4,19.0
20200702,185,고산,22.3,25.7,19.1
20200703,185,고산,21.3,23.6,19.3
20200704,185,고산,20.1,22.7,19.0
20200705,185,고산,20.4,23.9,18.8
20200706,185,고산,22.1,23.1,20.3
20200707,185,고산,21.7,24.1,20.3
20200708,185,고산,21.5,24.6,19.6
20200709,185,고산,24.2,28.2,20.8
20200710,185,고산,23.0,25.4,21.6
20200711,185,고산,22.8,25.9,21.1
20200712,185,고산,23.8,25.6,21.7
20200713,185,고산,23.0,24.2,21.6
20200714,185,고산,21.2,24.5,19.7
20200715,185,고산,21.2,24.8,19.4
20200716,185,고산,21.8,26.1,19.0
20200717,185,고산,22.1,25.5,18.9
20200718,185,고산,23.0,25.1,19.5
20200719,185,고산,25.8,28.1,24.8
20200720,185,고산,24.5,27.3,22.6
20200721,185,고산,24.2,25.9,22.3
20200722,185,고산,24.6,26.4,23.8
20200723,185,고산,24.7,25.9,23.0
20200724,185,고산,21.9,24.1,20.8
20200725,185,고산,22.7,27.1,20.8
20200726,185,고산,23.0,26.2,19.5
20200727,185,고산,23.8,25.9,21.8
20200728,185,고산,25.7,27.8,24.2
20200729,185,고산,26.4,28.5,24.9
20200730,185,고산,26.8,29.3,25.7
20200731,185,고산,26.8,29.5,25.1
20200801,185,고산,27.3,29.6,25.4
20200802,185,고산,27.6,29.8,26.2
20200803,185,고산,27.6,29.6,26.3
20200804,185,고산,28.5,31.2,26.3
20200805,185,고산,27.9,30.2,26.2
20200806,185,고산,26.8,28.3,26.3
20200807,185,고산,26.9,28.5,25.9
20200808,185,고산,27.1,28.7,26.0
20200809,185,고산,27.9,30.4,26.4
20200810,185,고산,27.5,30.0,26.5
20200811,185,고산,27.7,30.0,26.7
20200812,185,고산,28.2,30.2,27.2
20200813,185,고산,28.2,30.1,27.3
20200814,185,고산,28.3,30.3,27.2
20200815,185,고산,28.3,30.6,26.9
20200816,185,고산,28.5,31.5,26.6
20200817,185,고산,28.5,32.7,25.6
20200818,185,고산,28.3,31.6,25.8
20200819,185,고산,28.2,31.5,25.5
20200820,185,고산,27.7,31.3,25.6
20200821,185,고산,27.3,30.5,25.1
20200822,185,고산,26.7,32.9,22.8
20200823,185,고산,27.5,30.8,23.5
20200824,185,고산,28.7,32.6,25.1
20200825,185,고산,28.2,32.6,24.4
20200826,185,고산,26.8,28.7,23.7
20200827,185,고산,26.7,28.4,25.6
20200828,185,고산,27.6,31.1,25.7
20200829,185,고산,27.2,29.6,25.7
20200830,185,고산,27.6,32.1,25.4
20200831,185,고산,28.1,31.8,25.2
20200901,185,고산,27.9,32.5,25.1
20200902,185,고산,24.8,27.6,22.6
20200903,185,고산,24.6,27.7,22.7
20200904,185,고산,23.8,27.3,20.6
20200905,185,고산,21.2,24.4,18.4
20200906,185,고산,21.2,22.6,19.5
20200907,185,고산,22.9,25.9,20.9
20200908,185,고산,25.0,27.2,22.8
20200909,185,고산,24.5,26.6,21.9
20200910,185,고산,24.2,28.0,20.3
20200911,185,고산,22.6,26.0,20.4
20200912,185,고산,23.1,26.0,20.8
20200913,185,고산,23.2,27.0,21.3
20200914,185,고산,22.4,26.2,21.0
20200915,185,고산,23.3,26.2,20.9
20200916,185,고산,22.5,26.4,20.1
20200917,185,고산,20.7,22.7,18.5
20200918,185,고산,20.2,21.8,17.9
20200919,185,고산,21.8,25.1,16.9
20200920,185,고산,21.8,25.3,19.3
20200921,185,고산,21.3,23.9,16.4
20200922,185,고산,20.9,24.2,17.5
20200923,185,고산,21.0,24.7,18.2
20200924,185,고산,21.2,23.2,19.8
20200925,185,고산,21.9,24.1,20.5
20200926,185,고산,22.2,24.9,19.7
20200927,185,고산,21.3,25.9,17.6
20200928,185,고산,21.0,25.0,17.7
20200929,185,고산,20.6,23.0,17.7
20200930,185,고산,21.1,22.8,19.5
20201001,185,고산,20.8,25.3,18.2
20201002,185,고산,20.9,25.8,17.0
20201003,185,고산,22.1,25.1,19.1
20201004,185,고산,21.0,23.6,19.1
20201005,185,고산,17.9,19.2,16.6
20201006,185,고산,17.7,18.9,16.7
20201007,185,고산,19.7,23.5,16.8
20201008,185,고산,19.8,23.3,18.1
20201009,185,고산,19.7,21.4,15.4
20201010,185,고산,20.1,23.3,18.0
20201011,185,고산,20.6,25.5,17.4
20201012,185,고산,19.9,22.0,18.3
20201013,185,고산,17.8,18.9,16.3
20201014,185,고산,18.3,20.4,15.8
20201015,185,고산,17.1,18.4,15.9
20201016,185,고산,16.4,19.1,12.5
20201017,185,고산,17.4,19.5,13.3
20201018,185,고산,17.3,18.9,15.2
20201019,185,고산,17.5,20.2,15.4
20201020,185,고산,18.4,24.9,13.2
20201021,185,고산,17.9,21.6,14.3
20201022,185,고산,17.3,19.7,15.5
20201023,185,고산,14.8,15.7,14.1
20201024,185,고산,15.0,16.5,13.9
20201025,185,고산,16.8,19.0,14.5
20201026,185,고산,15.7,17.7,13.8
20201027,185,고산,16.7,19.5,13.9
20201028,185,고산,17.3,19.0,16.2
20201029,185,고산,15.2,16.4,13.7
20201030,185,고산,15.5,16.6,13.0
20201031,185,고산,16.3,21.8,12.0
20201101,185,고산,17.6,22.1,12.1
20201102,185,고산,15.6,17.3,14.0
20201103,185,고산,13.5,16.0,11.8
20201104,185,고산,11.8,13.5,10.3
20201105,185,고산,14.8,19.8,8.4
20201106,185,고산,18.6,23.6,15.3
20201107,185,고산,17.7,20.2,15.7
20201108,185,고산,14.7,18.0,11.6
20201109,185,고산,12.0,12.6,10.5
20201110,185,고산,13.4,18.6,9.5
20201111,185,고산,12.7,15.6,9.6
20201112,185,고산,15.1,19.2,11.2
20201113,185,고산,15.1,16.8,11.5
20201114,185,고산,16.6,21.6,13.1
20201115,185,고산,17.5,21.5,14.1
20201116,185,고산,17.1,21.3,13.9
20201117,185,고산,20.6,24.4,16.6
20201118,185,고산,21.4,23.6,20.1
20201119,185,고산,18.7,21.4,15.1
20201120,185,고산,12.6,15.3,10.6
20201121,185,고산,13.1,17.5,8.9
20201122,185,고산,13.2,16.2,10.7
20201123,185,고산,9.7,11.0,9.0
20201124,185,고산,10.0,11.5,8.7
20201125,185,고산,11.6,12.8,9.7
20201126,185,고산,11.0,12.3,8.2
20201127,185,고산,10.9,12.3,8.9
20201128,185,고산,8.6,9.3,7.6
20201129,185,고산,9.7,11.7,8.2
20201130,185,고산,8.0,9.3,6.5
20201201,185,고산,7.5,8.9,6.2
20201202,185,고산,9.3,10.8,7.2
20201203,185,고산,8.2,10.0,6.8
20201204,185,고산,7.7,8.6,7.0
20201205,185,고산,8.2,10.6,6.0
20201206,185,고산,8.7,10.3,5.9
20201207,185,고산,10.4,12.2,8.2
20201208,185,고산,8.4,10.8,6.9
20201209,185,고산,7.8,11.9,4.4
20201210,185,고산,10.3,11.7,9.2
20201211,185,고산,10.9,12.0,9.7
20201212,185,고산,9.9,11.9,7.3
20201213,185,고산,9.5,15.3,5.8
20201214,185,고산,3.5,5.9,1.8
20201215,185,고산,2.7,4.6,0.8
20201216,185,고산,4.5,6.7,2.8
20201217,185,고산,5.9,7.2,3.4
20201218,185,고산,7.9,9.9,6.3
20201219,185,고산,4.6,6.7,3.3
20201220,185,고산,6.7,7.8,4.0
20201221,185,고산,8.1,10.3,7.0
20201222,185,고산,9.7,13.9,6.7
20201223,185,고산,11.0,15.7,5.3
20201224,185,고산,10.1,13.6,7.5
20201225,185,고산,6.9,9.2,4.9
20201226,185,고산,8.3,12.3,4.6
20201227,185,고산,10.4,13.4,9.1
20201228,185,고산,11.8,16.0,8.2
20201229,185,고산,9.6,14.6,3.4
20201230,185,고산,1.3,4.5,-1.4
20201231,185,고산,3.1,4.7,-0.6
20210101,185,고산,5.6,7.2,4.1
20210102,185,고산,5.6,8.9,2.4
20210103,185,고산,3.5,5.0,1.7
20210104,185,고산,6.4,9.0,3.4
20210105,185,고산,5.9,9.2,3.1
20210106,185,고산,3.8,5.7,2.0
20210107,185,고산,-1.3,3.6,-2.8
20210108,185,고산,-0.9,0.9,-2.8
20210109,185,고산,1.0,3.4,-1.3
20210110,185,고산,3.8,5.2,0.6
20210111,185,고산,3.7,5.1,1.6
20210112,185,고산,4.9,7.4,1.2
20210113,185,고산,10.9,12.3,7.1
20210114,185,고산,12.4,15.3,9.2
20210115,185,고산,13.6,16.7,8.5
20210116,185,고산,4.8,8.6,2.7
20210117,185,고산,3.4,5.0,2.3
20210118,185,고산,7.1,10.0,4.1
20210119,185,고산,3.8,6.0,2.3
20210120,185,고산,8.9,14.4,2.3
20210121,185,고산,13.1,17.9,7.8
20210122,185,고산,12.2,15.7,11.0
20210123,185,고산,12.3,14.9,10.8
20210124,185,고산,11.1,14.2,9.3
20210125,185,고산,12.1,16.9,8.3
20210126,185,고산,10.2,12.3,8.3
20210127,185,고산,7.1,8.6,5.3
20210128,185,고산,6.5,11.3,1.2
20210129,185,고산,2.7,4.7,0.0
20210130,185,고산,7.8,11.1,1.8
20210131,185,고산,11.5,14.7,5.6
20210201,185,고산,11.1,15.1,8.8
20210202,185,고산,3.7,8.9,2.3
20210203,185,고산,6.3,9.1,3.7
20210204,185,고산,6.3,11.1,2.9
20210205,185,고산,7.4,10.9,3.8
20210206,185,고산,10.6,15.4,6.3
20210207,185,고산,11.2,15.8,7.6
20210208,185,고산,3.8,7.8,2.0
20210209,185,고산,4.7,6.3,2.8
20210210,185,고산,7.4,10.8,5.1
20210211,185,고산,10.1,12.8,7.0
20210212,185,고산,12.3,14.9,9.2
20210213,185,고산,13.6,18.3,11.3
20210214,185,고산,13.8,17.5,11.4
20210215,185,고산,7.1,12.0,2.8
20210216,185,고산,5.8,10.3,3.0
20210217,185,고산,1.1,3.7,-2.3
20210218,185,고산,2.1,3.7,-0.7
20210219,185,고산,8.3,12.8,3.1
20210220,185,고산,13.9,16.2,10.7
20210221,185,고산,15.2,16.3,13.9
20210222,185,고산,12.3,19.8,8.1
20210223,185,고산,6.8,8.2,5.2
20210224,185,고산,9.7,15.4,6.2
20210225,185,고산,10.7,16.1,7.7
20210226,185,고산,11.1,14.1,9.5
20210227,185,고산,11.7,16.3,10.0
20210228,185,고산,14.5,17.7,10.7
20210301,185,고산,13.7,17.0,7.3
20210302,185,고산,6.2,8.1,4.7
20210303,185,고산,8.7,13.8,4.8
20210304,185,고산,10.3,11.3,8.6
20210305,185,고산,11.0,12.6,10.1
20210306,185,고산,11.2,15.1,9.1
20210307,185,고산,9.9,12.5,8.2
20210308,185,고산,9.7,13.1,8.0
20210309,185,고산,10.1,11.9,8.5
20210310,185,고산,11.0,16.8,7.8
20210311,185,고산,13.8,19.2,7.5
20210312,185,고산,11.1,13.7,9.4
20210313,185,고산,10.9,13.9,9.0
20210314,185,고산,10.9,13.0,8.5
20210315,185,고산,14.2,17.5,8.2
20210316,185,고산,11.4,16.1,7.9
20210317,185,고산,11.3,14.5,7.6
20210318,185,고산,13.5,19.4,6.7
20210319,185,고산,14.5,19.8,11.1
20210320,185,고산,13.1,17.2,8.7
20210321,185,고산,8.6,12.0,6.7
20210322,185,고산,9.1,12.7,5.9
20210323,185,고산,11.9,16.1,9.5
20210324,185,고산,14.5,18.7,10.8
20210325,185,고산,13.7,17.0,11.2
20210326,185,고산,15.2,21.0,9.9
20210327,185,고산,16.3,19.0,14.3
20210328,185,고산,13.3,15.8,11.5
20210329,185,고산,13.6,16.7,11.5
20210330,185,고산,13.4,18.1,10.9
20210331,185,고산,16.2,19.8,11.3
20210401,185,고산,15.6,18.9,13.5
20210402,185,고산,18.6,21.6,13.6
20210403,185,고산,15.6,18.4,12.1
20210404,185,고산,10.8,12.2,10.3
20210405,185,고산,12.5,15.8,10.1
20210406,185,고산,13.1,15.5,11.2
20210407,185,고산,13.1,15.5,11.3
20210408,185,고산,12.6,15.1,10.8
20210409,185,고산,12.9,16.7,9.7
20210410,185,고산,14.2,20.3,8.0
20210411,185,고산,15.9,20.7,9.7
20210412,185,고산,15.3,16.8,12.9
20210413,185,고산,10.9,13.2,7.9
20210414,185,고산,9.7,11.7,7.9
20210415,185,고산,12.8,17.5,8.1
20210416,185,고산,14.9,20.9,11.2
20210417,185,고산,12.7,15.9,10.8
20210418,185,고산,12.3,15.0,10.5
20210419,185,고산,13.8,18.6,9.3
20210420,185,고산,14.6,18.5,11.3
20210421,185,고산,16.7,21.5,12.1
20210422,185,고산,19.8,22.5,15.6
20210423,185,고산,20.5,24.6,16.3
20210424,185,고산,18.7,24.6,14.8
20210425,185,고산,16.5,20.9,13.8
20210426,185,고산,16.7,21.6,12.9
20210427,185,고산,16.1,21.0,11.7
20210428,185,고산,16.4,20.9,14.7
20210429,185,고산,16.5,21.5,13.6
20210430,185,고산,16.3,21.2,10.5
20210501,185,고산,12.7,15.2,11.3
20210502,185,고산,13.1,15.0,10.5
20210503,185,고산,15.4,17.9,10.3
20210504,185,고산,17.6,19.8,14.9
20210505,185,고산,15.0,19.9,12.2
20210506,185,고산,17.1,20.5,11.6
20210507,185,고산,17.0,21.2,13.8
20210508,185,고산,16.4,19.5,12.4
20210509,185,고산,17.6,22.3,14.4
20210510,185,고산,19.9,24.9,16.1
20210511,185,고산,20.6,23.7,18.5
20210512,185,고산,19.2,25.1,15.8
20210513,185,고산,19.5,23.0,16.1
20210514,185,고산,20.4,24.7,17.4
20210515,185,고산,21.3,23.5,19.8
20210516,185,고산,19.5,21.2,16.7
20210517,185,고산,16.0,18.8,14.9
20210518,185,고산,17.5,21.2,14.8
20210519,185,고산,18.7,22.4,15.4
20210520,185,고산,17.0,21.1,14.7
20210521,185,고산,17.4,20.9,15.5
20210522,185,고산,17.6,19.7,16.1
20210523,185,고산,19.5,24.5,15.7
20210524,185,고산,18.0,21.3,15.2
20210525,185,고산,18.0,23.3,15.2
20210526,185,고산,17.8,21.6,15.4
20210527,185,고산,18.2,23.0,15.2
20210528,185,고산,18.3,22.3,15.9
20210529,185,고산,18.1,23.0,14.3
20210530,185,고산,19.9,24.4,15.4
20210531,185,고산,20.9,26.7,16.7
20210601,185,고산,22.2,27.3,18.3
20210602,185,고산,22.5,24.8,20.6
20210603,185,고산,20.7,25.6,18.4
20210604,185,고산,19.7,24.3,17.7
20210605,185,고산,20.4,22.9,18.7
20210606,185,고산,20.3,23.9,17.6
20210607,185,고산,21.2,24.9,17.5
20210608,185,고산,24.3,29.0,20.4
20210609,185,고산,25.3,29.6,22.0
20210610,185,고산,23.1,25.6,21.5
20210611,185,고산,21.5,24.4,18.0
20210612,185,고산,21.2,24.9,18.6
20210613,185,고산,19.3,22.5,17.7
20210614,185,고산,20.8,25.5,18.3
20210615,185,고산,22.5,23.5,21.5
20210616,185,고산,23.0,26.8,21.1
20210617,185,고산,22.4,25.8,19.9
20210618,185,고산,21.9,24.8,20.7
20210619,185,고산,21.6,25.1,19.7
20210620,185,고산,23.3,27.0,19.7
20210621,185,고산,23.4,25.5,20.9
20210622,185,고산,23.4,27.8,21.0
20210623,185,고산,23.0,25.8,20.3
20210624,185,고산,23.3,26.1,20.3
20210625,185,고산,23.4,27.2,21.1
20210626,185,고산,24.6,28.4,21.4
20210627,185,고산,23.8,28.0,22.4
20210628,185,고산,24.2,29.1,21.5
20210629,185,고산,23.5,28.2,19.9
20210630,185,고산,24.0,28.6,20.9
20210701,185,고산,24.7,29.3,22.0
20210702,185,고산,24.7,27.7,21.9
20210703,185,고산,25.1,26.7,23.1
20210704,185,고산,23.4,25.7,22.4
20210705,185,고산,25.6,27.0,24.4
20210706,185,고산,25.9,27.3,25.3
20210707,185,고산,26.1,27.3,24.6
20210708,185,고산,25.3,27.1,24.7
20210709,185,고산,25.4,28.8,24.0
20210710,185,고산,25.8,27.7,24.3
20210711,185,고산,26.4,28.1,24.3
20210712,185,고산,27.1,29.7,25.6
20210713,185,고산,27.3,29.3,25.8
20210714,185,고산,27.3,29.6,25.9
20210715,185,고산,27.7,30.8,24.8
20210716,185,고산,27.1,30.5,25.1
20210717,185,고산,26.2,29.4,22.5
20210718,185,고산,25.4,29.5,22.0
20210719,185,고산,27.3,30.9,24.3
20210720,185,고산,27.9,32.8,25.4
20210721,185,고산,27.7,32.4,24.1
20210722,185,고산,29.0,34.2,25.3
20210723,185,고산,27.7,30.5,25.4
20210724,185,고산,29.1,33.1,25.8
20210725,185,고산,27.5,29.0,26.2
20210726,185,고산,26.3,28.8,23.9
20210727,185,고산,27.8,31.9,25.6
20210728,185,고산,27.6,32.0,23.7
20210729,185,고산,26.9,31.6,23.4
20210730,185,고산,26.8,29.1,25.6
20210731,185,고산,27.3,29.5,26.5
20210801,185,고산,27.2,29.6,25.3
20210802,185,고산,27.6,30.8,25.2
20210803,185,고산,27.9,30.9,25.7
20210804,185,고산,28.9,33.4,25.7
20210805,185,고산,29.0,32.8,26.3
20210806,185,고산,28.4,32.1,25.4
20210807,185,고산,27.6,31.2,25.9
20210808,185,고산,27.1,29.9,25.6
20210809,185,고산,27.4,31.8,25.3
20210810,185,고산,27.5,30.4,25.1
20210811,185,고산,25.8,30.1,21.6
20210812,185,고산,25.8,28.4,23.7
20210813,185,고산,23.9,26.3,22.8
20210814,185,고산,23.3,25.2,21.6
20210815,185,고산,24.2,26.5,22.4
20210816,185,고산,25.3,29.4,22.7
20210817,185,고산,25.1,27.6,23.4
20210818,185,고산,25.6,28.9,22.6
20210819,185,고산,24.7,28.2,22.2
20210820,185,고산,26.4,29.7,23.4
20210821,185,고산,26.0,27.2,23.9
20210822,185,고산,25.1,26.6,23.5
20210823,185,고산,26.4,29.3,24.8
20210824,185,고산,26.6,27.8,25.3
20210825,185,고산,26.3,27.3,23.7
20210826,185,고산,26.4,28.6,24.6
20210827,185,고산,26.9,28.9,25.1
20210828,185,고산,26.8,29.5,25.3
20210829,185,고산,27.0,29.6,25.2
20210830,185,고산,27.3,29.6,25.6
20210831,185,고산,26.9,29.7,24.2
20210901,185,고산,26.9,29.3,24.5
20210902,185,고산,24.2,26.8,21.5
20210903,185,고산,24.7,27.5,22.7
20210904,185,고산,25.2,29.3,22.3
20210905,185,고산,24.4,25.2,22.8
20210906,185,고산,25.1,26.4,22.9
20210907,185,고산,25.2,29.9,23.3
20210908,185,고산,23.7,25.7,22.1
20210909,185,고산,24.1,26.9,20.4
20210910,185,고산,23.0,25.2,20.6
20210911,185,고산,25.1,29.3,22.4
20210912,185,고산,25.5,28.3,22.7
20210913,185,고산,24.1,25.6,22.4
20210914,185,고산,24.6,26.1,23.2
20210915,185,고산,23.7,25.8,22.4
20210916,185,고산,23.0,24.9,21.9
20210917,185,고산,23.5,26.2,22.4
20210918,185,고산,23.8,27.0,21.3
20210919,185,고산,24.0,28.1,20.6
20210920,185,고산,24.8,27.4,20.3
20210921,185,고산,24.2,27.1,20.7
20210922,185,고산,24.8,26.6,23.3
20210923,185,고산,23.3,26.0,20.2
20210924,185,고산,22.4,25.2,18.7
20210925,185,고산,23.6,27.8,20.1
20210926,185,고산,23.5,30.1,20.5
20210927,185,고산,23.8,27.8,19.6
20210928,185,고산,24.8,27.8,22.0
20210929,185,고산,25.5,28.3,22.4
20210930,185,고산,22.6,24.2,21.8
20211001,185,고산,22.6,24.9,21.3
20211002,185,고산,23.2,27.2,20.3
20211003,185,고산,24.3,27.7,19.0
20211004,185,고산,25.7,28.0,23.5
20211005,185,고산,25.0,28.9,21.8
20211006,185,고산,24.9,28.8,22.5
20211007,185,고산,23.7,28.1,20.8
20211008,185,고산,23.8,28.4,21.3
20211009,185,고산,24.4,28.7,22.1
20211010,185,고산,25.5,28.7,22.4
20211011,185,고산,21.2,24.9,19.7
20211012,185,고산,23.6,27.8,20.2
20211013,185,고산,23.6,26.8,21.4
20211014,185,고산,24.2,28.3,22.0
20211015,185,고산,22.8,26.0,20.5
20211016,185,고산,16.6,20.8,14.1
20211017,185,고산,12.6,14.5,11.3
20211018,185,고산,14.1,17.9,10.3
20211019,185,고산,16.6,19.7,14.3
20211020,185,고산,14.3,15.7,13.2
20211021,185,고산,15.1,16.8,12.9
20211022,185,고산,16.0,18.2,14.7
20211023,185,고산,15.5,18.3,11.6
20211024,185,고산,17.5,20.3,14.7
20211025,185,고산,16.5,18.1,14.5
20211026,185,고산,16.3,18.3,14.4
20211027,185,고산,17.5,20.2,15.9
20211028,185,고산,16.1,18.6,13.7
20211029,185,고산,18.2,23.9,13.5
20211030,185,고산,17.0,20.8,14.0
20211031,185,고산,17.6,19.8,15.4
20211101,185,고산,17.3,19.3,15.5
20211102,185,고산,15.6,17.5,14.9
20211103,185,고산,15.6,17.4,14.4
20211104,185,고산,16.5,19.9,13.4
20211105,185,고산,17.2,20.6,13.9
20211106,185,고산,18.8,22.3,16.9
20211107,185,고산,19.0,22.7,15.6
20211108,185,고산,13.0,21.0,10.6
20211109,185,고산,11.6,14.4,9.3
20211110,185,고산,11.6,13.9,8.2
20211111,185,고산,13.0,16.9,10.0
20211112,185,고산,12.7,15.2,9.9
20211113,185,고산,14.4,17.5,12.0
20211114,185,고산,16.1,20.0,13.7
20211115,185,고산,14.8,17.9,12.5
20211116,185,고산,13.8,15.7,11.9
20211117,185,고산,13.2,15.2,11.4
20211118,185,고산,14.4,18.9,11.7
20211119,185,고산,14.4,16.8,12.9
20211120,185,고산,15.1,19.0,12.3
20211121,185,고산,16.6,20.1,13.6
20211122,185,고산,10.7,15.9,8.4
20211123,185,고산,9.5,10.5,7.3
20211124,185,고산,12.0,14.8,9.6
20211125,185,고산,14.4,17.9,12.2
20211126,185,고산,11.8,13.3,10.4
20211127,185,고산,10.7,12.2,7.9
20211128,185,고산,12.6,17.5,6.8
20211129,185,고산,14.2,19.4,9.9
20211130,185,고산,12.6,17.8,7.9
20211201,185,고산,8.1,9.9,6.5
20211202,185,고산,9.2,11.3,6.1
20211203,185,고산,11.3,15.0,8.6
20211204,185,고산,10.7,13.8,8.3
20211205,185,고산,9.3,10.9,7.4
20211206,185,고산,11.6,15.4,8.5
20211207,185,고산,11.6,12.9,9.5
20211208,185,고산,11.8,16.3,8.2
20211209,185,고산,13.1,15.8,9.8
20211210,185,고산,13.3,16.0,11.6
20211211,185,고산,12.0,13.5,11.3
20211212,185,고산,10.4,13.1,6.2
20211213,185,고산,6.5,7.2,5.9
20211214,185,고산,8.8,13.7,5.4
20211215,185,고산,13.5,18.0,10.0
20211216,185,고산,11.0,12.7,8.8
20211217,185,고산,5.9,12.1,2.4
20211218,185,고산,4.5,7.6,1.6
20211219,185,고산,8.2,10.7,5.4
