crtr_ymd,stn_id,stn_nm,day_avg_tp,day_hghst_tp,day_lowst_tp
20250720,185,고산,27.5,30.1,26.0
20250721,185,고산,27.9,30.5,25.9
20250722,185,고산,27.7,31.1,24.9
20250723,185,고산,27.3,31.3,24.8
20250724,185,고산,28.1,31.0,24.8
20250725,185,고산,29.7,34.1,25.9
20250726,185,고산,30.0,34.5,26.5
20250727,185,고산,29.8,33.9,26.4
20250728,185,고산,29.2,33.7,25.4
20250729,185,고산,29.2,33.3,24.5
20250730,185,고산,28.0,31.7,26.9
20250731,185,고산,28.4,31.4,25.8
20250801,185,고산,28.5,33.5,26.5
20250802,185,고산,27.5,30.1,24.7
20250803,185,고산,27.7,29.2,26.0
20250804,185,고산,27.9,29.5,27.3
20250805,185,고산,28.5,30.5,27.4
20250806,185,고산,27.9,28.9,27.4
20250807,185,고산,28.1,31.2,26.7
20250808,185,고산,26.4,28.3,25.0
20250809,185,고산,26.8,27.7,24.5
20250810,185,고산,26.6,28.0,25.2
20250811,185,고산,24.5,26.9,21.1
20250812,185,고산,27.1,29.2,23.6
20250813,185,고산,27.6,29.6,26.2
20250814,185,고산,27.8,30.3,25.8
20250815,185,고산,27.9,31.4,25.3
20250816,185,고산,28.1,31.2,25.9
20250817,185,고산,27.9,30.6,24.9
20250818,185,고산,28.5,30.6,26.1
20250819,185,고산,28.1,30.6,26.0
20250820,185,고산,28.5,30.8,25.8
20250821,185,고산,28.2,31.1,24.8
20250822,185,고산,28.4,31.0,25.6
20250823,185,고산,28.8,30.9,26.8
20250824,185,고산,28.6,30.8,26.7
20250825,185,고산,28.7,30.8,26.5
20250826,185,고산,28.6,30.3,26.0
20250827,185,고산,29.1,33.3,26.9
20250828,185,고산,28.2,30.7,25.9
20250829,185,고산,28.6,31.2,26.2
20250830,185,고산,28.4,31.6,25.8
20250831,185,고산,27.3,29.6,24.6
20250901,185,고산,28.7,30.7,27.1
20250902,185,고산,27.1,29.7,25.1
20250903,185,고산,27.2,30.6,24.7
20250904,185,고산,28.5,31.9,24.6
20250905,185,고산,28.6,31.6,26.1
20250906,185,고산,29.2,31.3,26.9
20250907,185,고산,28.8,31.3,27.2
20250908,185,고산,27.9,30.7,25.7
20250909,185,고산,26.0,29.4,24.3
20250910,185,고산,24.8,26.4,23.5
20250911,185,고산,27.0,30.4,23.9
20250912,185,고산,27.9,31.3,24.1
20250913,185,고산,27.9,28.9,26.1
20250914,185,고산,26.4,30.0,23.3
20250915,185,고산,26.8,30.2,23.3
20250916,185,고산,28.4,30.5,26.1
20250917,185,고산,27.9,30.0,25.4
20250918,185,고산,24.6,25.7,23.4
20250919,185,고산,26.4,29.6,23.0
20250920,185,고산,25.1,28.1,23.0
20250921,185,고산,23.5,26.2,21.3
20250922,185,고산,24.6,29.0,21.1
20250923,185,고산,25.4,30.1,20.9
20250924,185,고산,27.5,30.3,24.4
20250925,185,고산,27.0,29.8,25.3
20250926,185,고산,25.3,27.3,24.3
20250927,185,고산,24.0,26.3,22.1
20250928,185,고산,26.0,28.9,23.3
20250929,185,고산,23.3,24.7,21.4
20250930,185,고산,22.2,24.1,20.2
20251001,185,고산,23.0,24.9,20.8
20251002,185,고산,24.4,27.6,20.5
20251003,185,고산,24.6,27.0,21.3
20251004,185,고산,24.7,28.3,23.0
20251005,185,고산,24.0,26.5,22.4
20251006,185,고산,25.5,29.2,22.4
20251007,185,고산,24.2,26.7,21.8
20251008,185,고산,22.5,23.9,21.5
20251009,185,고산,24.1,28.5,21.1
20251010,185,고산,23.8,27.9,20.2
20251011,185,고산,24.4,29.3,21.1
20251012,185,고산,24.8,27.7,22.8
20251013,185,고산,25.7,27.5,22.9
20251014,185,고산,23.3,26.2,21.9
20251015,185,고산,25.2,28.9,22.0
20251016,185,고산,24.0,26.5,21.9
20251017,185,고산,23.9,27.4,21.7
20251018,185,고산,21.5,24.6,19.5
20251019,185,고산,20.7,22.3,19.1
20251020,185,고산,17.0,19.2,16.0
20251021,185,고산,17.3,17.8,16.7
20251022,185,고산,18.6,20.4,16.5
20251023,185,고산,19.8,22.5,17.7
20251024,185,고산,19.5,22.1,17.4
20251025,185,고산,18.8,20.2,17.4
20251026,185,고산,17.4,18.7,16.4
20251027,185,고산,14.9,17.7,13.5
20251028,185,고산,13.8,16.0,11.5
20251029,185,고산,15.6,20.1,9.6
20251030,185,고산,17.9,21.5,14.8
20251031,185,고산,17.9,20.6,15.9
20251101,185,고산,17.3,19.9,16.1
20251102,185,고산,15.7,18.8,12.4
20251103,185,고산,12.5,13.8,11.1
20251104,185,고산,15.9,17.8,12.8
20251105,185,고산,17.4,21.7,13.5
20251106,185,고산,17.7,21.0,15.4
20251107,185,고산,18.5,23.2,14.6
20251108,185,고산,17.1,19.6,14.6
20251109,185,고산,16.7,17.9,15.4
20251110,185,고산,13.6,16.4,10.2
20251111,185,고산,13.2,15.3,10.0
20251112,185,고산,15.3,17.2,11.7
20251113,185,고산,15.8,17.9,14.5
20251114,185,고산,14.1,15.5,13.0
20251115,185,고산,14.7,19.7,11.6
20251116,185,고산,17.1,21.3,13.0
20251117,185,고산,12.0,16.7,9.4
20251118,185,고산,9.7,11.2,8.2
20251119,185,고산,10.9,12.2,7.8
20251120,185,고산,12.7,14.5,11.3
20251121,185,고산,13.0,14.4,12.2
20251122,185,고산,13.0,16.2,10.4
20251123,185,고산,14.6,17.8,10.3
20251124,185,고산,17.4,21.3,15.4
20251125,185,고산,12.6,15.8,10.2
20251126,185,고산,10.3,12.4,8.4
20251127,185,고산,13.1,16.3,9.4
20251128,185,고산,9.8,12.4,7.5
20251129,185,고산,14.0,17.3,7.9
20251130,185,고산,18.1,20.0,16.7
20251201,185,고산,13.0,17.8,10.3
20251202,185,고산,9.0,11.5,7.0
20251203,185,고산,6.7,8.7,4.6
20251204,185,고산,8.6,11.1,4.9
20251205,185,고산,7.1,10.3,4.8
20251206,185,고산,11.0,14.9,4.8
20251207,185,고산,14.9,17.7,13.4
20251208,185,고산,10.4,13.8,8.2
20251209,185,고산,8.4,9.6,6.9
20251210,185,고산,12.3,16.3,6.9
20251211,185,고산,12.7,17.1,7.9
20251212,185,고산,10.0,13.5,6.1
20251213,185,고산,11.3,16.3,7.5
20251214,185,고산,7.7,8.5,6.1
20251215,185,고산,8.5,10.9,6.8
20251216,185,고산,14.0,16.3,9.1
20251217,185,고산,10.9,16.2,8.2
20251218,185,고산,9.3,12.7,5.9
20251219,185,고산,16.5,18.8,12.2
20251220,185,고산,16.3,21.2,10.3
20251221,185,고산,6.7,10.4,4.7
20251222,185,고산,8.1,12.4,3.5
20251223,185,고산,14.1,17.3,8.4
20251224,185,고산,10.0,16.0,8.0
20251225,185,고산,6.1,8.4,2.7
20251226,185,고산,2.3,3.8,0.3
20251227,185,고산,4.4,7.5,1.4
20251228,185,고산,9.9,13.0,4.8
20251229,185,고산,13.3,16.1,11.1
20251230,185,고산,7.9,11.1,5.9
20251231,185,고산,4.6,7.4,2.2
20200101,188,성산,4.1,6.4,0.9
20200102,188,성산,7.0,9.0,4.0
20200103,188,성산,8.2,11.7,4.9
20200104,188,성산,7.3,11.6,3.7
20200105,188,성산,7.9,12.3,2.3
20200106,188,성산,14.6,17.3,8.6
20200107,188,성산,17.3,20.9,12.3
20200108,188,성산,7.5,13.4,6.2
20200109,188,성산,6.4,7.6,5.3
20200110,188,성산,7.2,11.2,2.7
20200111,188,성산,7.4,8.6,6.5
20200112,188,성산,6.5,8.6,5.7
20200113,188,성산,6.1,9.1,4.0
20200114,188,성산,3.2,4.9,0.4
20200115,188,성산,4.3,6.8,1.4
20200116,188,성산,5.4,7.8,3.1
20200117,188,성산,5.9,8.0,4.0
20200118,188,성산,5.8,8.5,4.1
20200119,188,성산,7.3,10.1,3.3
20200120,188,성산,7.2,10.3,4.3
20200121,188,성산,6.3,10.2,2.1
20200122,188,성산,10.8,12.7,7.4
20200123,188,성산,10.8,13.0,9.1
20200124,188,성산,11.3,13.7,8.7
20200125,188,성산,12.5,14.0,9.5
20200126,188,성산,11.9,13.1,10.5
20200127,188,성산,9.2,11.4,7.0
20200128,188,성산,8.8,11.5,7.2
20200129,188,성산,8.0,11.5,5.8
20200130,188,성산,7.4,10.2,6.0
20200131,188,성산,6.1,8.9,3.0
20200201,188,성산,6.5,10.9,1.5
20200202,188,성산,6.5,10.6,2.0
20200203,188,성산,6.0,10.4,1.5
20200204,188,성산,4.8,9.9,0.0
20200205,188,성산,1.8,6.6,-0.3
20200206,188,성산,2.4,5.3,-0.7
20200207,188,성산,5.9,8.9,2.9
20200208,188,성산,5.8,8.3,3.0
20200209,188,성산,5.4,9.2,3.1
20200210,188,성산,8.7,15.0,0.6
20200211,188,성산,10.8,14.7,2.7
20200212,188,성산,13.4,17.4,9.4
20200213,188,성산,11.6,15.1,8.7
20200214,188,성산,12.6,16.9,9.6
20200215,188,성산,15.4,18.3,10.3
20200216,188,성산,4.9,15.6,2.4
20200217,188,성산,1.0,3.5,-0.7
20200218,188,성산,3.8,6.7,0.3
20200219,188,성산,6.3,10.7,1.4
20200220,188,성산,8.7,13.3,4.3
20200221,188,성산,12.3,16.5,3.5
20200222,188,성산,10.2,13.8,5.5
20200223,188,성산,6.8,11.7,3.7
20200224,188,성산,12.6,16.6,2.8
20200225,188,성산,15.3,17.6,11.8
20200226,188,성산,11.2,13.3,7.4
20200227,188,성산,9.3,13.8,5.2
20200228,188,성산,10.3,11.2,8.3
20200229,188,성산,12.0,13.1,11.0
20200301,188,성산,11.8,14.1,8.1
20200302,188,성산,7.3,10.1,4.7
20200303,188,성산,10.9,14.3,4.9
20200304,188,성산,7.5,10.7,4.2
20200305,188,성산,5.4,8.8,2.8
20200306,188,성산,8.5,14.1,2.9
20200307,188,성산,9.9,11.2,8.6
20200308,188,성산,11.5,15.1,5.8
20200309,188,성산,13.3,15.2,12.0
20200310,188,성산,9.4,13.1,6.6
20200311,188,성산,7.4,10.8,4.1
20200312,188,성산,9.0,15.0,2.2
20200313,188,성산,10.7,14.4,7.5
20200314,188,성산,6.4,9.7,3.0
20200315,188,성산,9.6,15.5,4.6
20200316,188,성산,6.3,10.6,2.8
20200317,188,성산,9.9,18.4,2.7
20200318,188,성산,12.9,18.0,5.3
20200319,188,성산,12.1,19.1,8.8
20200320,188,성산,10.3,16.0,1.2
20200321,188,성산,15.9,20.4,6.1
20200322,188,성산,15.4,21.1,10.3
20200323,188,성산,13.3,18.9,8.2
20200324,188,성산,11.9,16.6,8.0
20200325,188,성산,14.7,19.2,6.7
20200326,188,성산,16.6,18.1,14.3
20200327,188,성산,12.8,17.6,7.4
20200328,188,성산,8.0,9.4,6.4
20200329,188,성산,11.4,14.9,7.1
20200330,188,성산,13.0,15.4,10.7
20200331,188,성산,12.9,16.6,9.6
20200401,188,성산,11.0,16.7,7.7
20200402,188,성산,11.2,14.9,8.2
20200403,188,성산,13.0,18.6,8.6
20200404,188,성산,11.9,20.1,6.7
20200405,188,성산,9.1,12.9,5.7
20200406,188,성산,11.1,17.5,5.8
20200407,188,성산,13.2,19.4,8.5
20200408,188,성산,13.2,18.1,8.4
20200409,188,성산,11.9,17.2,8.2
20200410,188,성산,13.3,17.4,8.4
20200411,188,성산,12.0,15.9,9.0
20200412,188,성산,8.8,9.7,7.3
20200413,188,성산,10.2,12.6,7.0
20200414,188,성산,13.4,19.3,7.9
20200415,188,성산,12.5,17.7,7.9
20200416,188,성산,14.5,18.7,7.4
20200417,188,성산,16.0,18.9,12.4
20200418,188,성산,12.7,18.1,8.5
20200419,188,성산,13.2,15.4,8.3
20200420,188,성산,14.1,19.1,11.1
20200421,188,성산,11.9,16.2,8.8
20200422,188,성산,9.9,14.2,5.8
20200423,188,성산,10.2,13.8,6.4
20200424,188,성산,11.3,17.5,4.5
20200425,188,성산,15.6,20.6,9.0
20200426,188,성산,13.8,19.3,10.0
20200427,188,성산,14.0,18.8,9.8
20200428,188,성산,13.3,20.2,7.0
20200429,188,성산,14.2,20.0,6.0
20200430,188,성산,17.9,23.1,9.5
20200501,188,성산,20.1,24.5,17.6
20200502,188,성산,18.7,21.0,17.6
20200503,188,성산,18.5,21.6,16.6
20200504,188,성산,19.4,24.3,16.4
20200505,188,성산,17.9,21.5,15.5
20200506,188,성산,18.4,22.0,15.7
20200507,188,성산,17.1,20.6,15.0
20200508,188,성산,18.9,22.7,16.0
20200509,188,성산,18.4,20.6,15.6
20200510,188,성산,16.5,19.3,13.4
20200511,188,성산,17.4,22.9,11.3
20200512,188,성산,18.5,26.2,13.6
20200513,188,성산,16.6,23.0,12.3
20200514,188,성산,17.8,22.3,10.3
20200515,188,성산,19.1,23.7,17.7
20200516,188,성산,18.6,21.8,16.7
20200517,188,성산,17.5,20.2,14.0
20200518,188,성산,18.3,20.4,15.4
20200519,188,성산,16.8,21.5,12.8
20200520,188,성산,15.9,21.3,11.8
20200521,188,성산,16.5,20.8,10.8
20200522,188,성산,17.9,21.0,15.6
20200523,188,성산,18.3,21.2,14.7
20200524,188,성산,20.2,24.7,15.2
20200525,188,성산,18.9,22.4,15.6
20200526,188,성산,17.6,21.4,14.6
20200527,188,성산,18.9,24.0,14.3
20200528,188,성산,18.5,23.3,11.8
20200529,188,성산,19.6,24.8,14.9
20200530,188,성산,19.2,22.1,17.1
20200531,188,성산,18.4,19.9,17.3
20200601,188,성산,20.3,25.1,16.0
20200602,188,성산,18.6,25.0,11.7
20200603,188,성산,20.9,25.0,19.0
20200604,188,성산,20.6,24.5,15.7
20200605,188,성산,20.2,25.1,16.1
20200606,188,성산,20.5,24.7,18.5
20200607,188,성산,20.4,24.1,17.1
20200608,188,성산,21.3,25.0,16.2
20200609,188,성산,23.4,27.4,18.8
20200610,188,성산,22.6,26.7,20.6
20200611,188,성산,22.3,25.7,20.0
20200612,188,성산,22.1,25.9,19.5
20200613,188,성산,23.6,25.9,22.7
20200614,188,성산,23.0,24.7,20.7
20200615,188,성산,22.3,25.7,19.6
20200616,188,성산,22.8,28.1,18.1
20200617,188,성산,20.5,25.1,16.9
20200618,188,성산,19.4,20.8,18.1
20200619,188,성산,20.1,24.6,17.9
20200620,188,성산,21.2,24.6,18.0
20200621,188,성산,21.3,24.1,19.5
20200622,188,성산,22.2,25.5,19.4
20200623,188,성산,23.4,27.5,19.3
20200624,188,성산,22.9,23.6,22.0
20200625,188,성산,21.9,23.9,20.4
20200626,188,성산,22.5,25.3,19.4
20200627,188,성산,23.0,25.9,20.4
20200628,188,성산,24.9,30.1,20.3
20200629,188,성산,22.2,24.1,19.7
20200630,188,성산,22.4,25.9,19.8
20200701,188,성산,22.0,27.2,18.4
20200702,188,성산,21.8,26.4,16.8
20200703,188,성산,21.2,22.1,20.4
20200704,188,성산,20.6,21.7,19.5
20200705,188,성산,22.7,24.8,20.8
20200706,188,성산,22.7,24.8,20.9
20200707,188,성산,21.5,25.2,19.7
20200708,188,성산,22.4,26.4,18.4
20200709,188,성산,23.7,26.6,21.8
20200710,188,성산,24.4,29.3,21.3
20200711,188,성산,23.2,26.3,21.0
20200712,188,성산,23.1,24.7,21.8
20200713,188,성산,23.8,25.3,22.1
20200714,188,성산,21.7,24.0,19.7
20200715,188,성산,21.5,24.5,19.7
20200716,188,성산,21.7,25.2,19.3
20200717,188,성산,22.0,25.2,19.0
20200718,188,성산,23.3,25.0,19.3
20200719,188,성산,25.4,27.1,23.6
20200720,188,성산,24.9,28.2,22.5
20200721,188,성산,24.0,26.3,22.5
20200722,188,성산,25.2,29.4,23.3
20200723,188,성산,24.6,26.7,23.0
20200724,188,성산,23.7,26.8,21.3
20200725,188,성산,23.4,28.7,20.4
20200726,188,성산,23.2,28.3,18.2
20200727,188,성산,24.3,25.8,23.0
20200728,188,성산,26.4,29.3,23.8
20200729,188,성산,26.9,29.7,24.1
20200730,188,성산,27.4,31.1,25.3
20200731,188,성산,26.7,30.5,23.6
20200801,188,성산,26.9,31.0,24.1
20200802,188,성산,27.9,30.9,26.1
20200803,188,성산,27.7,30.0,26.2
20200804,188,성산,28.1,31.1,26.1
20200805,188,성산,27.3,30.1,25.8
20200806,188,성산,27.0,27.5,26.0
20200807,188,성산,27.4,28.2,26.7
20200808,188,성산,27.5,28.8,26.2
20200809,188,성산,27.5,30.0,26.0
20200810,188,성산,26.7,29.0,24.4
20200811,188,성산,27.4,29.3,25.3
20200812,188,성산,28.0,31.4,26.1
20200813,188,성산,28.9,32.4,27.0
20200814,188,성산,29.1,32.8,26.9
20200815,188,성산,29.1,32.8,26.2
20200816,188,성산,28.5,32.1,25.9
20200817,188,성산,27.7,30.9,24.3
20200818,188,성산,28.0,32.1,23.7
20200819,188,성산,28.0,33.8,23.0
20200820,188,성산,27.3,31.5,22.3
20200821,188,성산,27.6,31.4,23.5
20200822,188,성산,27.8,31.4,25.2
20200823,188,성산,28.0,31.4,24.1
20200824,188,성산,29.5,32.9,25.6
20200825,188,성산,29.4,31.9,25.7
20200826,188,성산,27.6,29.0,24.5
20200827,188,성산,27.5,29.6,26.2
20200828,188,성산,27.6,29.9,26.2
20200829,188,성산,27.8,31.2,26.0
20200830,188,성산,27.5,31.0,24.5
20200831,188,성산,27.6,29.6,25.2
20200901,188,성산,27.5,29.6,26.3
20200902,188,성산,26.2,28.1,23.7
20200903,188,성산,24.9,30.2,19.9
20200904,188,성산,23.1,28.4,16.5
20200905,188,성산,20.9,23.1,18.8
20200906,188,성산,21.8,23.3,20.7
20200907,188,성산,22.6,27.7,18.9
20200908,188,성산,25.4,29.2,21.2
20200909,188,성산,25.1,29.2,22.6
20200910,188,성산,23.8,27.4,20.0
20200911,188,성산,22.8,25.6,19.6
20200912,188,성산,22.1,25.2,19.8
20200913,188,성산,22.5,24.3,21.2
20200914,188,성산,23.2,26.4,20.8
20200915,188,성산,23.1,26.2,19.7
20200916,188,성산,22.5,27.3,20.2
20200917,188,성산,20.5,22.5,18.2
20200918,188,성산,19.6,22.1,17.6
20200919,188,성산,20.8,27.6,14.9
20200920,188,성산,21.2,26.3,16.2
20200921,188,성산,21.4,24.7,17.5
20200922,188,성산,21.4,23.9,20.6
20200923,188,성산,21.4,22.3,20.0
20200924,188,성산,21.6,22.3,21.1
20200925,188,성산,21.7,25.4,18.7
20200926,188,성산,21.1,23.9,18.7
20200927,188,성산,21.2,23.4,19.0
20200928,188,성산,21.0,23.5,19.8
20200929,188,성산,20.0,24.0,16.4
20200930,188,성산,20.7,24.5,18.0
20201001,188,성산,20.6,24.9,17.1
20201002,188,성산,20.8,24.9,16.3
20201003,188,성산,21.5,25.5,18.6
20201004,188,성산,20.8,24.7,19.1
20201005,188,성산,17.4,20.3,14.9
20201006,188,성산,17.4,20.2,13.8
20201007,188,성산,20.2,22.4,16.0
20201008,188,성산,20.3,22.5,19.1
20201009,188,성산,20.0,21.1,18.7
20201010,188,성산,19.7,22.1,17.1
20201011,188,성산,19.5,22.7,15.8
20201012,188,성산,19.4,23.7,15.1
20201013,188,성산,17.1,20.5,14.5
20201014,188,성산,17.6,21.4,13.7
20201015,188,성산,16.8,20.2,14.0
20201016,188,성산,16.4,20.8,12.8
20201017,188,성산,16.1,20.5,11.5
20201018,188,성산,17.0,21.3,13.5
20201019,188,성산,17.2,21.7,13.5
20201020,188,성산,19.3,22.6,14.7
20201021,188,성산,19.0,22.6,16.0
20201022,188,성산,16.7,19.7,14.3
20201023,188,성산,14.4,16.4,13.3
20201024,188,성산,13.9,16.7,11.5
20201025,188,성산,15.2,19.6,10.2
20201026,188,성산,15.2,20.5,11.3
20201027,188,성산,15.6,20.8,12.1
20201028,188,성산,17.2,20.6,12.6
20201029,188,성산,14.4,18.6,11.4
20201030,188,성산,15.9,18.3,11.4
20201031,188,성산,16.1,19.3,11.7
20201101,188,성산,17.5,22.6,11.1
20201102,188,성산,14.2,17.7,10.8
20201103,188,성산,11.8,14.4,9.5
20201104,188,성산,10.7,14.2,6.4
20201105,188,성산,14.1,18.6,4.8
20201106,188,성산,17.9,21.1,13.4
20201107,188,성산,17.4,21.5,13.2
20201108,188,성산,13.8,18.2,10.0
20201109,188,성산,10.5,13.4,7.8
20201110,188,성산,11.3,17.3,5.6
20201111,188,성산,11.9,16.9,7.3
20201112,188,성산,14.0,19.1,10.2
20201113,188,성산,14.4,19.6,9.9
20201114,188,성산,16.8,20.7,12.8
20201115,188,성산,15.9,19.5,11.6
20201116,188,성산,16.9,20.3,13.9
20201117,188,성산,20.1,23.8,16.0
20201118,188,성산,21.7,23.1,20.1
20201119,188,성산,19.9,24.0,15.0
20201120,188,성산,12.4,15.1,10.1
20201121,188,성산,14.1,17.9,6.8
20201122,188,성산,13.0,16.6,11.2
20201123,188,성산,9.4,11.9,7.5
20201124,188,성산,9.7,13.2,7.4
20201125,188,성산,10.8,14.8,8.6
20201126,188,성산,10.7,13.3,8.5
20201127,188,성산,10.4,12.8,8.2
20201128,188,성산,7.9,10.2,6.6
20201129,188,성산,8.0,10.9,5.6
20201130,188,성산,7.6,10.9,5.4
20201201,188,성산,6.8,10.3,3.6
20201202,188,성산,9.0,12.5,6.2
20201203,188,성산,7.7,11.2,5.5
20201204,188,성산,6.5,9.1,4.1
20201205,188,성산,7.1,10.6,1.7
20201206,188,성산,7.8,11.1,3.7
20201207,188,성산,9.4,12.9,5.6
20201208,188,성산,7.0,10.2,3.4
20201209,188,성산,6.5,11.6,2.0
20201210,188,성산,9.7,13.4,4.7
20201211,188,성산,10.6,13.0,7.1
20201212,188,성산,8.2,10.7,4.3
20201213,188,성산,8.8,15.7,4.2
20201214,188,성산,2.3,5.1,1.3
20201215,188,성산,1.4,3.9,-0.5
20201216,188,성산,2.2,3.9,-0.5
20201217,188,성산,4.5,8.0,0.8
20201218,188,성산,6.3,9.8,4.2
20201219,188,성산,3.4,5.0,1.1
20201220,188,성산,5.6,7.5,1.7
20201221,188,성산,5.8,9.6,1.5
20201222,188,성산,6.5,13.0,2.0
20201223,188,성산,9.5,16.3,3.2
20201224,188,성산,10.0,13.1,6.8
20201225,188,성산,6.3,9.6,3.6
20201226,188,성산,6.4,11.1,2.7
20201227,188,성산,11.0,13.0,6.4
20201228,188,성산,10.8,14.8,7.0
20201229,188,성산,9.2,14.7,2.3
20201230,188,성산,0.0,3.1,-2.8
20201231,188,성산,1.3,3.3,-1.9
20210101,188,성산,3.6,6.6,0.6
20210102,188,성산,4.6,8.1,0.8
20210103,188,성산,3.3,6.1,1.0
20210104,188,성산,5.2,9.3,-0.6
20210105,188,성산,4.2,7.2,1.2
20210106,188,성산,1.8,4.8,0.0
20210107,188,성산,-2.8,2.8,-4.6
20210108,188,성산,-2.4,-0.2,-4.3
20210109,188,성산,-0.7,2.0,-4.0
20210110,188,성산,1.5,4.3,-3.5
20210111,188,성산,2.7,4.3,1.1
20210112,188,성산,3.3,6.6,0.5
20210113,188,성산,8.5,13.0,2.5
20210114,188,성산,9.8,15.3,3.9
20210115,188,성산,13.6,17.8,8.5
20210116,188,성산,4.4,8.5,1.7
20210117,188,성산,0.7,2.8,-2.1
20210118,188,성산,5.5,10.1,-0.2
20210119,188,성산,2.5,6.3,-2.2
20210120,188,성산,9.8,13.9,0.5
20210121,188,성산,13.3,16.9,6.3
20210122,188,성산,12.6,14.8,11.3
20210123,188,성산,13.2,14.9,11.0
20210124,188,성산,11.5,13.6,10.3
20210125,188,성산,12.8,14.7,11.4
20210126,188,성산,10.2,13.7,7.7
20210127,188,성산,6.7,10.2,3.7
20210128,188,성산,5.7,11.3,-0.4
20210129,188,성산,1.4,4.6,-1.3
20210130,188,성산,5.9,12.2,-1.6
20210131,188,성산,10.6,14.8,2.3
20210201,188,성산,11.4,15.0,8.8
20210202,188,성산,3.0,10.1,1.3
20210203,188,성산,4.1,8.8,1.0
20210204,188,성산,6.0,8.8,2.7
20210205,188,성산,7.0,10.3,3.0
20210206,188,성산,9.0,16.0,2.8
20210207,188,성산,10.2,17.6,3.5
20210208,188,성산,3.4,7.1,0.9
20210209,188,성산,3.8,7.9,0.7
20210210,188,성산,7.5,12.5,3.1
20210211,188,성산,9.5,13.6,5.1
20210212,188,성산,11.1,13.3,8.5
20210213,188,성산,12.6,16.7,8.9
20210214,188,성산,13.8,19.3,9.3
20210215,188,성산,7.1,11.8,2.7
20210216,188,성산,5.5,10.9,1.2
20210217,188,성산,0.5,2.8,-2.7
20210218,188,성산,1.1,2.8,-2.4
20210219,188,성산,7.5,12.6,-0.4
20210220,188,성산,14.1,19.9,8.9
20210221,188,성산,15.9,20.3,11.5
20210222,188,성산,14.2,22.3,7.8
20210223,188,성산,7.4,12.3,4.1
20210224,188,성산,9.7,14.1,4.0
20210225,188,성산,12.1,14.7,8.4
20210226,188,성산,11.6,13.6,9.7
20210227,188,성산,11.5,12.2,10.8
20210228,188,성산,13.9,15.3,11.7
20210301,188,성산,14.2,17.0,7.6
20210302,188,성산,6.5,8.7,4.2
20210303,188,성산,9.1,11.9,4.2
20210304,188,성산,11.8,13.9,10.0
20210305,188,성산,12.8,17.6,10.0
20210306,188,성산,11.9,15.1,9.4
20210307,188,성산,9.6,11.1,7.1
20210308,188,성산,10.2,13.1,7.4
20210309,188,성산,10.1,14.4,7.6
20210310,188,성산,12.0,15.5,7.9
20210311,188,성산,14.2,17.1,10.4
20210312,188,성산,11.4,14.1,9.5
20210313,188,성산,11.4,15.1,8.8
20210314,188,성산,11.1,16.3,6.1
20210315,188,성산,13.6,17.9,4.9
20210316,188,성산,13.7,18.2,8.5
20210317,188,성산,11.6,16.3,6.8
20210318,188,성산,13.9,16.9,10.0
20210319,188,성산,14.1,15.3,13.0
20210320,188,성산,13.3,17.2,10.1
20210321,188,성산,8.5,12.1,6.3
20210322,188,성산,7.8,11.6,4.0
20210323,188,성산,11.2,17.9,2.8
20210324,188,성산,13.6,18.2,8.4
20210325,188,성산,14.1,19.9,8.1
20210326,188,성산,15.1,19.7,8.3
20210327,188,성산,16.4,18.6,10.7
20210328,188,성산,14.7,19.5,10.4
20210329,188,성산,13.9,18.7,9.6
20210330,188,성산,13.6,19.7,9.3
20210331,188,성산,15.1,18.7,8.5
20210401,188,성산,15.5,17.9,14.0
20210402,188,성산,16.4,17.8,14.4
20210403,188,성산,16.8,18.3,14.6
20210404,188,성산,12.1,14.9,11.2
20210405,188,성산,11.9,13.9,9.9
20210406,188,성산,14.1,19.0,10.2
20210407,188,성산,15.6,20.1,11.7
20210408,188,성산,14.5,19.6,10.2
20210409,188,성산,13.8,17.7,9.8
20210410,188,성산,14.3,16.9,12.6
20210411,188,성산,16.2,19.1,10.2
20210412,188,성산,16.1,17.0,14.8
20210413,188,성산,12.1,16.1,7.9
20210414,188,성산,10.3,14.1,7.4
20210415,188,성산,12.8,18.2,8.6
20210416,188,성산,15.5,19.9,10.2
20210417,188,성산,13.6,19.1,9.1
20210418,188,성산,12.4,15.7,9.0
20210419,188,성산,14.5,20.0,10.0
20210420,188,성산,15.3,23.8,8.0
20210421,188,성산,16.1,20.8,8.9
20210422,188,성산,18.5,22.5,14.4
20210423,188,성산,18.2,21.7,16.2
20210424,188,성산,16.9,19.5,15.1
20210425,188,성산,16.7,22.3,12.8
20210426,188,성산,16.1,19.4,14.3
20210427,188,성산,16.1,20.7,10.6
20210428,188,성산,17.0,21.5,14.4
20210429,188,성산,17.5,23.2,13.9
20210430,188,성산,16.8,23.1,10.9
20210501,188,성산,12.8,16.1,10.3
20210502,188,성산,12.9,16.2,8.7
20210503,188,성산,15.3,19.5,7.3
20210504,188,성산,18.3,19.4,16.1
20210505,188,성산,16.9,23.1,11.7
20210506,188,성산,16.8,22.0,8.8
20210507,188,성산,19.1,25.9,13.1
20210508,188,성산,17.4,23.1,11.2
20210509,188,성산,18.4,23.7,13.7
20210510,188,성산,19.4,22.2,16.1
20210511,188,성산,18.3,20.1,17.5
20210512,188,성산,17.6,18.3,16.6
